scenario,seed,policy,unit,unit_type,explored_area_km2,first_coverage_area_km2,damage_hits,kill_credit,targets_damaged,alive,death_time,death_cause
S10,405,harness,1.0,white_usv8,USV,13125.0,0.0,2,2,3,True,,
S10,405,harness,1.0,white_usv1,USV,12950.0,1050.0,1,2,3,True,,
S10,405,harness,1.0,white_usv6,USV,12500.0,0.0,1,1,2,True,,
S10,405,harness,1.0,white_usv7,USV,13200.0,0.0,1,2,2,False,9454,unknown
S10,405,harness,1.0,white_usv10,USV,13450.0,1025.0,1,1,1,True,,
S10,405,harness,1.0,white_usv5,USV,13000.0,0.0,2,1,2,False,9454,unknown
S10,405,harness,1.0,white_uav1,UAV,20825.0,9750.0,0,0,0,True,,
S10,405,harness,1.0,white_uav3,UAV,18625.0,7025.0,0,0,0,True,,
S10,405,harness,1.0,white_uav2,UAV,19050.0,1625.0,0,0,0,True,,
S10,405,harness,1.0,white_uav7,UAV,14975.0,8375.0,0,0,0,True,,
S10,405,harness,1.0,white_uav8,UAV,14025.0,3025.0,0,0,0,True,,
S10,405,harness,1.0,white_uav9,UAV,17400.0,5375.0,0,0,0,True,,
S10,405,harness,1.0,white_uav4,UAV,17875.0,3800.0,0,0,0,True,,
S10,405,harness,1.0,white_uav10,UAV,17550.0,5700.0,0,0,0,True,,
S10,405,harness,1.0,white_uav6,UAV,12925.0,1950.0,0,0,0,True,,
S10,405,harness,1.0,white_uav5,UAV,14800.0,450.0,0,0,0,True,,
S10,406,harness,1.0,white_usv1,USV,12550.0,2525.0,2,0,2,True,,
S10,406,harness,1.0,white_usv4,USV,12675.0,300.0,3,1,3,False,8792,unknown
S10,406,harness,1.0,white_usv9,USV,12525.0,1100.0,2,1,2,True,,
S10,406,harness,1.0,white_usv7,USV,12525.0,0.0,3,0,2,True,,
S10,406,harness,1.0,white_usv10,USV,12575.0,1000.0,2,0,2,True,,
S10,406,harness,1.0,white_usv3,USV,12525.0,0.0,2,1,3,True,,
S10,406,harness,1.0,white_usv8,USV,12775.0,0.0,3,2,3,False,8792,unknown
S10,406,harness,1.0,white_usv5,USV,12575.0,0.0,1,1,2,True,,
S10,406,harness,1.0,white_usv2,USV,12625.0,0.0,1,2,2,True,,
S10,406,harness,1.0,white_usv6,USV,12550.0,0.0,1,2,2,True,,
S10,406,harness,1.0,white_uav3,UAV,17225.0,10700.0,0,0,0,True,,
S10,406,harness,1.0,white_uav6,UAV,13125.0,7600.0,0,0,0,True,,
S10,406,harness,1.0,white_uav7,UAV,15325.0,3475.0,0,0,0,True,,
S10,406,harness,1.0,white_uav4,UAV,13350.0,1950.0,0,0,0,True,,
S10,406,harness,1.0,white_uav5,UAV,12575.0,525.0,0,0,0,True,,
S10,406,harness,1.0,white_uav2,UAV,16175.0,3325.0,0,0,0,True,,
S10,406,harness,1.0,white_uav1,UAV,16150.0,3925.0,0,0,0,True,,
S10,406,harness,1.0,white_uav10,UAV,17300.0,7250.0,0,0,0,True,,
S10,406,harness,1.0,white_uav9,UAV,16325.0,2675.0,0,0,0,True,,
S10,406,harness,1.0,white_uav8,UAV,16625.0,1000.0,0,0,0,True,,
S10,407,harness,1.0,white_usv5,USV,12425.0,1400.0,5,0,3,True,,
S10,407,harness,1.0,white_usv2,USV,12425.0,700.0,3,0,3,True,,
S10,407,harness,1.0,white_usv8,USV,12375.0,625.0,3,0,2,True,,
S10,407,harness,1.0,white_usv6,USV,12400.0,0.0,2,1,3,True,,
S10,407,harness,1.0,white_usv7,USV,12450.0,0.0,1,1,2,True,,
S10,407,harness,1.0,white_usv1,USV,12825.0,975.0,1,0,3,True,,
S10,407,harness,1.0,white_usv4,USV,13175.0,0.0,0,1,3,True,,
S10,407,harness,1.0,white_usv3,USV,12650.0,0.0,0,1,4,True,,
S10,407,harness,1.0,white_usv9,USV,13575.0,325.0,1,0,4,True,,
S10,407,harness,1.0,white_usv10,USV,13675.0,900.0,1,4,4,True,,
S10,407,harness,1.0,white_uav2,UAV,16825.0,8950.0,0,0,0,True,,
S10,407,harness,1.0,white_uav3,UAV,15925.0,3900.0,0,0,0,True,,
S10,407,harness,1.0,white_uav1,UAV,17125.0,4100.0,0,0,0,True,,
S10,407,harness,1.0,white_uav4,UAV,14525.0,3675.0,0,0,0,True,,
S10,407,harness,1.0,white_uav5,UAV,14050.0,3050.0,0,0,0,True,,
S10,407,harness,1.0,white_uav8,UAV,16550.0,7575.0,0,0,0,True,,
S10,407,harness,1.0,white_uav10,UAV,16925.0,6100.0,0,0,0,True,,
S10,407,harness,1.0,white_uav9,UAV,16400.0,1050.0,0,0,0,True,,
S10,407,harness,1.0,white_uav6,UAV,15250.0,2400.0,0,0,0,True,,
S10,407,harness,1.0,white_uav7,UAV,14125.0,400.0,0,0,0,True,,
S10,408,harness,1.0,white_usv2,USV,15750.0,1725.0,3,0,3,True,,
S10,408,harness,1.0,white_usv9,USV,14550.0,1325.0,3,0,4,True,,
S10,408,harness,1.0,white_usv3,USV,15575.0,0.0,3,0,2,True,,
S10,408,harness,1.0,white_usv4,USV,14750.0,0.0,3,3,3,True,,
S10,408,harness,1.0,white_usv7,USV,14275.0,0.0,2,0,2,True,,
S10,408,harness,1.0,white_usv8,USV,14500.0,0.0,1,0,4,True,,
S10,408,harness,1.0,white_usv10,USV,15050.0,950.0,1,2,4,True,,
S10,408,harness,1.0,white_usv1,USV,14200.0,1050.0,2,1,2,True,,
S10,408,harness,1.0,white_usv5,USV,15950.0,0.0,0,1,3,True,,
S10,408,harness,1.0,white_usv6,USV,14675.0,0.0,0,2,3,True,,
S10,408,harness,1.0,white_uav3,UAV,20725.0,12475.0,0,0,0,True,,
S10,408,harness,1.0,white_uav6,UAV,14225.0,9250.0,0,0,0,True,,
S10,408,harness,1.0,white_uav9,UAV,19850.0,9175.0,0,0,0,True,,
S10,408,harness,1.0,white_uav2,UAV,19500.0,6600.0,0,0,0,True,,
S10,408,harness,1.0,white_uav4,UAV,21050.0,3100.0,0,0,0,True,,
S10,408,harness,1.0,white_uav5,UAV,15125.0,2100.0,0,0,0,True,,
S10,408,harness,1.0,white_uav8,UAV,19200.0,3600.0,0,0,0,True,,
S10,408,harness,1.0,white_uav1,UAV,20775.0,4925.0,0,0,0,True,,
S10,408,harness,1.0,white_uav7,UAV,17275.0,1425.0,0,0,0,True,,
S10,408,harness,1.0,white_uav10,UAV,20625.0,6675.0,0,0,0,True,,
S10,409,harness,1.0,white_usv1,USV,14225.0,2475.0,2,0,2,True,,
S10,409,harness,1.0,white_usv3,USV,12725.0,200.0,2,1,2,True,,
S10,409,harness,1.0,white_usv2,USV,13150.0,0.0,2,1,3,True,,
S10,409,harness,1.0,white_usv5,USV,12750.0,250.0,2,2,2,False,8518,unknown
S10,409,harness,1.0,white_usv4,USV,12500.0,0.0,3,0,2,False,8518,unknown
S10,409,harness,1.0,white_usv8,USV,12900.0,600.0,3,1,3,False,9060,unknown
S10,409,harness,1.0,white_usv6,USV,13175.0,0.0,2,1,2,True,,
S10,409,harness,1.0,white_usv7,USV,13600.0,0.0,1,2,2,True,,
S10,409,harness,1.0,white_usv9,USV,12775.0,300.0,1,0,2,True,,
S10,409,harness,1.0,white_usv10,USV,12500.0,1075.0,0,1,2,True,,
S10,409,harness,1.0,white_uav1,UAV,20000.0,11475.0,0,0,0,True,,
S10,409,harness,1.0,white_uav4,UAV,15975.0,8825.0,0,0,0,True,,
S10,409,harness,1.0,white_uav7,UAV,15000.0,7500.0,0,0,0,True,,
S10,409,harness,1.0,white_uav10,UAV,19700.0,10450.0,0,0,0,True,,
S10,409,harness,1.0,white_uav2,UAV,19775.0,3175.0,0,0,0,True,,
S10,409,harness,1.0,white_uav6,UAV,14500.0,2500.0,0,0,0,True,,
S10,409,harness,1.0,white_uav9,UAV,19750.0,3850.0,0,0,0,True,,
S10,409,harness,1.0,white_uav3,UAV,19200.0,1225.0,0,0,0,True,,
S10,409,harness,1.0,white_uav5,UAV,13500.0,1550.0,0,0,0,True,,
S10,409,harness,1.0,white_uav8,UAV,19250.0,2675.0,0,0,0,True,,
S10,410,harness,1.0,white_usv3,USV,13950.0,1550.0,5,0,1,True,,
S10,410,harness,1.0,white_usv4,USV,13575.0,100.0,4,0,2,True,,
S10,410,harness,1.0,white_usv8,USV,12975.0,825.0,2,0,2,True,,
S10,410,harness,1.0,white_usv2,USV,13900.0,350.0,3,1,2,True,,
S10,410,harness,1.0,white_usv1,USV,12750.0,1025.0,1,2,2,True,,
S10,410,harness,1.0,white_usv5,USV,12875.0,0.0,1,1,3,True,,
S10,410,harness,1.0,white_usv6,USV,12850.0,0.0,1,1,2,True,,
S10,410,harness,1.0,white_usv7,USV,12775.0,0.0,1,2,2,True,,
S10,410,harness,1.0,white_usv9,USV,14025.0,350.0,1,1,1,True,,
S10,410,harness,1.0,white_usv10,USV,13425.0,1025.0,1,1,1,True,,
S10,410,harness,1.0,white_uav3,UAV,19225.0,12500.0,0,0,0,True,,
S10,410,harness,1.0,white_uav8,UAV,19075.0,9975.0,0,0,0,True,,
S10,410,harness,1.0,white_uav4,UAV,17150.0,3800.0,0,0,0,True,,
S10,410,harness,1.0,white_uav5,UAV,13775.0,2400.0,0,0,0,True,,
S10,410,harness,1.0,white_uav7,UAV,16900.0,2600.0,0,0,0,True,,
S10,410,harness,1.0,white_uav9,UAV,18525.0,4875.0,0,0,0,True,,
S10,410,harness,1.0,white_uav2,UAV,18525.0,4325.0,0,0,0,True,,
S10,410,harness,1.0,white_uav10,UAV,19675.0,5300.0,0,0,0,True,,
S10,410,harness,1.0,white_uav6,UAV,12275.0,375.0,0,0,0,True,,
S10,410,harness,1.0,white_uav1,UAV,19775.0,3825.0,0,0,0,True,,
S10,411,harness,1.0,white_usv1,USV,12800.0,2600.0,4,0,3,True,,
S10,411,harness,1.0,white_usv10,USV,12775.0,2400.0,4,2,2,False,8702,unknown
S10,411,harness,1.0,white_usv5,USV,12750.0,0.0,3,0,3,True,,
S10,411,harness,1.0,white_usv6,USV,12575.0,0.0,2,0,2,True,,
S10,411,harness,1.0,white_usv9,USV,12925.0,0.0,2,0,2,False,8702,unknown
S10,411,harness,1.0,white_usv2,USV,13425.0,0.0,1,1,3,True,,
S10,411,harness,1.0,white_usv7,USV,12925.0,0.0,0,0,3,True,,
S10,411,harness,1.0,white_usv8,USV,12900.0,0.0,1,1,1,False,8385,unknown
S10,411,harness,1.0,white_usv3,USV,12575.0,0.0,0,3,3,True,,
S10,411,harness,1.0,white_usv4,USV,12525.0,0.0,1,2,3,True,,
S10,411,harness,1.0,white_uav6,UAV,15050.0,10200.0,0,0,0,True,,
S10,411,harness,1.0,white_uav1,UAV,17975.0,8575.0,0,0,0,True,,
S10,411,harness,1.0,white_uav9,UAV,16150.0,7425.0,0,0,0,True,,
S10,411,harness,1.0,white_uav8,UAV,16025.0,2225.0,0,0,0,True,,
S10,411,harness,1.0,white_uav5,UAV,11925.0,3000.0,0,0,0,True,,
S10,411,harness,1.0,white_uav7,UAV,14650.0,675.0,0,0,0,True,,
S10,411,harness,1.0,white_uav2,UAV,18375.0,4575.0,0,0,0,True,,
S10,411,harness,1.0,white_uav3,UAV,18550.0,2800.0,0,0,0,True,,
S10,411,harness,1.0,white_uav10,UAV,17800.0,3525.0,0,0,0,True,,
S10,411,harness,1.0,white_uav4,UAV,16350.0,1000.0,0,0,0,True,,
S10,412,harness,1.0,white_usv5,USV,12500.0,1300.0,4,0,4,True,,
S10,412,harness,1.0,white_usv2,USV,12825.0,675.0,3,0,4,True,,
S10,412,harness,1.0,white_usv8,USV,12475.0,600.0,2,0,3,True,,
S10,412,harness,1.0,white_usv1,USV,13825.0,1000.0,2,0,3,True,,
S10,412,harness,1.0,white_usv4,USV,12625.0,0.0,1,1,4,True,,
S10,412,harness,1.0,white_usv3,USV,13525.0,0.0,2,3,4,True,,
S10,412,harness,1.0,white_usv6,USV,13775.0,0.0,2,0,2,True,,
S10,412,harness,1.0,white_usv7,USV,12775.0,0.0,1,3,3,True,,
S10,412,harness,1.0,white_usv9,USV,14175.0,300.0,1,2,2,True,,
S10,412,harness,1.0,white_usv10,USV,12425.0,1100.0,1,0,1,True,,
S10,412,harness,1.0,white_uav1,UAV,18925.0,10550.0,0,0,0,True,,
S10,412,harness,1.0,white_uav8,UAV,17550.0,9725.0,0,0,0,True,,
S10,412,harness,1.0,white_uav4,UAV,17525.0,8425.0,0,0,0,True,,
S10,412,harness,1.0,white_uav7,UAV,16625.0,2850.0,0,0,0,True,,
S10,412,harness,1.0,white_uav10,UAV,20300.0,7475.0,0,0,0,True,,
S10,412,harness,1.0,white_uav3,UAV,17850.0,2925.0,0,0,0,True,,
S10,412,harness,1.0,white_uav6,UAV,13925.0,1700.0,0,0,0,True,,
S10,412,harness,1.0,white_uav9,UAV,18750.0,1225.0,0,0,0,True,,
S10,412,harness,1.0,white_uav2,UAV,18700.0,2450.0,0,0,0,True,,
S10,412,harness,1.0,white_uav5,UAV,13600.0,425.0,0,0,0,True,,
S10,413,harness,1.0,white_usv1,USV,12425.0,2700.0,5,1,3,False,8994,unknown
S10,413,harness,1.0,white_usv7,USV,12950.0,925.0,3,0,2,False,8994,unknown
S10,413,harness,1.0,white_usv5,USV,12675.0,0.0,2,0,2,True,,
S10,413,harness,1.0,white_usv4,USV,12675.0,0.0,2,1,3,True,,
S10,413,harness,1.0,white_usv6,USV,12550.0,0.0,1,1,2,True,,
S10,413,harness,1.0,white_usv9,USV,13050.0,525.0,1,1,2,False,8994,unknown
S10,413,harness,1.0,white_usv3,USV,12925.0,0.0,1,1,2,False,8562,unknown
S10,413,harness,1.0,white_usv2,USV,12525.0,0.0,3,2,2,True,,
S10,413,harness,1.0,white_usv8,USV,12850.0,0.0,1,2,2,True,,
S10,413,harness,1.0,white_usv10,USV,13050.0,1025.0,1,1,1,True,,
S10,413,harness,1.0,white_uav1,UAV,17525.0,8825.0,0,0,0,True,,
S10,413,harness,1.0,white_uav9,UAV,16675.0,8675.0,0,0,0,True,,
S10,413,harness,1.0,white_uav8,UAV,15975.0,4500.0,0,0,0,True,,
S10,413,harness,1.0,white_uav6,UAV,12725.0,6250.0,0,0,0,True,,
S10,413,harness,1.0,white_uav7,UAV,12700.0,450.0,0,0,0,True,,
S10,413,harness,1.0,white_uav5,UAV,12200.0,3025.0,0,0,0,True,,
S10,413,harness,1.0,white_uav2,UAV,16475.0,3375.0,0,0,0,True,,
S10,413,harness,1.0,white_uav4,UAV,16175.0,2350.0,0,0,0,True,,
S10,413,harness,1.0,white_uav10,UAV,16525.0,3925.0,0,0,0,True,,
S10,413,harness,1.0,white_uav3,UAV,17050.0,500.0,0,0,0,True,,
S10,414,harness,1.0,white_usv1,USV,12500.0,2625.0,4,2,3,True,,
S10,414,harness,1.0,white_usv5,USV,12850.0,450.0,2,0,3,True,,
S10,414,harness,1.0,white_usv6,USV,12650.0,250.0,2,0,3,True,,
S10,414,harness,1.0,white_usv7,USV,13550.0,175.0,3,0,3,True,,
S10,414,harness,1.0,white_usv8,USV,12600.0,175.0,1,3,3,True,,
S10,414,harness,1.0,white_usv4,USV,12850.0,0.0,2,0,3,False,8859,unknown
S10,414,harness,1.0,white_usv2,USV,12550.0,0.0,1,2,4,True,,
S10,414,harness,1.0,white_usv3,USV,12475.0,0.0,2,1,3,True,,
S10,414,harness,1.0,white_usv9,USV,12775.0,300.0,1,1,2,True,,
S10,414,harness,1.0,white_usv10,USV,12800.0,1000.0,0,0,2,True,,
S10,414,harness,1.0,white_uav7,UAV,19475.0,10450.0,0,0,0,True,,
S10,414,harness,1.0,white_uav1,UAV,18375.0,9400.0,0,0,0,True,,
S10,414,harness,1.0,white_uav3,UAV,17100.0,6425.0,0,0,0,True,,
S10,414,harness,1.0,white_uav6,UAV,13600.0,2800.0,0,0,0,True,,
S10,414,harness,1.0,white_uav10,UAV,19950.0,8475.0,0,0,0,True,,
S10,414,harness,1.0,white_uav2,UAV,17775.0,1275.0,0,0,0,True,,
S10,414,harness,1.0,white_uav9,UAV,18800.0,4425.0,0,0,0,True,,
S10,414,harness,1.0,white_uav4,UAV,15800.0,2175.0,0,0,0,True,,
S10,414,harness,1.0,white_uav8,UAV,18075.0,1000.0,0,0,0,True,,
S10,414,harness,1.0,white_uav5,UAV,12900.0,475.0,0,0,0,True,,
S10,415,harness,1.0,white_usv1,USV,12825.0,2525.0,6,0,2,False,8961,unknown
S10,415,harness,1.0,white_usv3,USV,14450.0,225.0,3,0,2,True,,
S10,415,harness,1.0,white_usv4,USV,13875.0,100.0,2,2,3,True,,
S10,415,harness,1.0,white_usv9,USV,13250.0,1075.0,2,0,3,True,,
S10,415,harness,1.0,white_usv2,USV,15350.0,0.0,1,0,1,True,,
S10,415,harness,1.0,white_usv8,USV,12700.0,0.0,2,1,3,True,,
S10,415,harness,1.0,white_usv6,USV,13650.0,0.0,1,0,3,True,,
S10,415,harness,1.0,white_usv7,USV,12850.0,0.0,0,3,3,True,,
S10,415,harness,1.0,white_usv10,USV,12950.0,925.0,2,1,1,False,8961,unknown
S10,415,harness,1.0,white_usv5,USV,15375.0,0.0,1,1,1,True,,
S10,415,harness,1.0,white_uav7,UAV,19325.0,11725.0,0,0,0,True,,
S10,415,harness,1.0,white_uav4,UAV,17200.0,9500.0,0,0,0,True,,
S10,415,harness,1.0,white_uav5,UAV,13100.0,2400.0,0,0,0,True,,
S10,415,harness,1.0,white_uav1,UAV,20750.0,10450.0,0,0,0,True,,
S10,415,harness,1.0,white_uav3,UAV,20425.0,4325.0,0,0,0,True,,
S10,415,harness,1.0,white_uav8,UAV,16475.0,4675.0,0,0,0,True,,
S10,415,harness,1.0,white_uav2,UAV,19500.0,2500.0,0,0,0,True,,
S10,415,harness,1.0,white_uav9,UAV,20025.0,6050.0,0,0,0,True,,
S10,415,harness,1.0,white_uav6,UAV,13550.0,1000.0,0,0,0,True,,
S10,415,harness,1.0,white_uav10,UAV,20400.0,5125.0,0,0,0,True,,
S10,416,harness,1.0,white_usv2,USV,13300.0,1600.0,4,0,2,False,9619,unknown
S10,416,harness,1.0,white_usv4,USV,12525.0,225.0,4,2,2,True,,
S10,416,harness,1.0,white_usv3,USV,13625.0,0.0,3,0,2,True,,
S10,416,harness,1.0,white_usv10,USV,12775.0,2075.0,3,1,2,False,8688,unknown
S10,416,harness,1.0,white_usv1,USV,13450.0,1000.0,2,0,1,True,,
S10,416,harness,1.0,white_usv5,USV,13175.0,0.0,2,2,2,False,9619,unknown
S10,416,harness,1.0,white_usv6,USV,13900.0,0.0,0,1,2,True,,
S10,416,harness,1.0,white_usv7,USV,12850.0,0.0,0,1,1,False,9619,unknown
S10,416,harness,1.0,white_usv8,USV,13325.0,0.0,1,1,1,False,8468,unknown
S10,416,harness,1.0,white_usv9,USV,12700.0,0.0,1,2,2,False,9619,unknown
S10,416,harness,1.0,white_uav3,UAV,18525.0,12650.0,0,0,0,True,,
S10,416,harness,1.0,white_uav9,UAV,17600.0,8400.0,0,0,0,True,,
S10,416,harness,1.0,white_uav8,UAV,17775.0,4500.0,0,0,0,True,,
S10,416,harness,1.0,white_uav6,UAV,11925.0,5400.0,0,0,0,True,,
S10,416,harness,1.0,white_uav2,UAV,19200.0,5100.0,0,0,0,True,,
S10,416,harness,1.0,white_uav5,UAV,15400.0,1950.0,0,0,0,True,,
S10,416,harness,1.0,white_uav7,UAV,16800.0,1800.0,0,0,0,True,,
S10,416,harness,1.0,white_uav4,UAV,16050.0,525.0,0,0,0,True,,
S10,416,harness,1.0,white_uav1,UAV,19225.0,3975.0,0,0,0,True,,
S10,416,harness,1.0,white_uav10,UAV,18450.0,4025.0,0,0,0,True,,
S10,417,harness,1.0,white_usv2,USV,16450.0,1750.0,5,0,2,True,,
S10,417,harness,1.0,white_usv5,USV,17425.0,425.0,1,0,2,True,,
S10,417,harness,1.0,white_usv8,USV,13125.0,625.0,2,0,2,False,9085,unknown
S10,417,harness,1.0,white_usv4,USV,16225.0,0.0,5,1,3,True,,
S10,417,harness,1.0,white_usv3,USV,15100.0,0.0,2,1,3,True,,
S10,417,harness,1.0,white_usv6,USV,16850.0,0.0,1,3,3,True,,
S10,417,harness,1.0,white_usv7,USV,17400.0,0.0,1,1,1,True,,
S10,417,harness,1.0,white_usv9,USV,17950.0,350.0,1,1,1,True,,
S10,417,harness,1.0,white_usv10,USV,16750.0,1050.0,2,1,2,True,,
S10,417,harness,1.0,white_usv1,USV,17200.0,950.0,0,1,1,True,,
S10,417,harness,1.0,white_uav1,UAV,30525.0,9300.0,0,0,0,True,,
S10,417,harness,1.0,white_uav4,UAV,19650.0,9800.0,0,0,0,True,,
S10,417,harness,1.0,white_uav7,UAV,20200.0,9550.0,0,0,0,True,,
S10,417,harness,1.0,white_uav10,UAV,26225.0,9550.0,0,0,0,True,,
S10,417,harness,1.0,white_uav5,UAV,17900.0,3500.0,0,0,0,True,,
S10,417,harness,1.0,white_uav3,UAV,20300.0,3125.0,0,0,0,True,,
S10,417,harness,1.0,white_uav6,UAV,14050.0,900.0,0,0,0,True,,
S10,417,harness,1.0,white_uav9,UAV,22600.0,3175.0,0,0,0,True,,
S10,417,harness,1.0,white_uav8,UAV,21600.0,950.0,0,0,0,True,,
S10,417,harness,1.0,white_uav2,UAV,23725.0,4525.0,0,0,0,True,,
S10,418,harness,1.0,white_usv1,USV,17025.0,2575.0,5,0,3,True,,
S10,418,harness,1.0,white_usv7,USV,12800.0,950.0,2,0,2,False,8938,unknown
S10,418,harness,1.0,white_usv8,USV,15450.0,225.0,2,0,3,True,,
S10,418,harness,1.0,white_usv10,USV,13175.0,1350.0,2,2,3,False,8938,unknown
S10,418,harness,1.0,white_usv4,USV,17000.0,0.0,2,0,4,True,,
S10,418,harness,1.0,white_usv3,USV,12750.0,0.0,2,0,3,False,8938,unknown
S10,418,harness,1.0,white_usv2,USV,16850.0,0.0,2,3,3,True,,
S10,418,harness,1.0,white_usv5,USV,15375.0,0.0,1,0,2,True,,
S10,418,harness,1.0,white_usv6,USV,12525.0,0.0,0,2,3,False,8938,unknown
S10,418,harness,1.0,white_usv9,USV,16350.0,0.0,1,2,2,True,,
S10,418,harness,1.0,white_uav1,UAV,25850.0,9200.0,0,0,0,True,,
S10,418,harness,1.0,white_uav6,UAV,25375.0,12650.0,0,0,0,True,,
S10,418,harness,1.0,white_uav2,UAV,28625.0,9000.0,0,0,0,True,,
S10,418,harness,1.0,white_uav10,UAV,32475.0,20750.0,0,0,0,True,,
S10,418,harness,1.0,white_uav5,UAV,25050.0,4925.0,0,0,0,True,,
S10,418,harness,1.0,white_uav8,UAV,23150.0,6225.0,0,0,0,True,,
S10,418,harness,1.0,white_uav4,UAV,26950.0,4125.0,0,0,0,True,,
S10,418,harness,1.0,white_uav9,UAV,22750.0,1875.0,0,0,0,True,,
S10,418,harness,1.0,white_uav3,UAV,28425.0,2675.0,0,0,0,True,,
S10,418,harness,1.0,white_uav7,UAV,26650.0,925.0,0,0,0,True,,
S10,419,harness,1.0,white_usv7,USV,15550.0,1300.0,5,0,3,True,,
S10,419,harness,1.0,white_usv4,USV,16950.0,550.0,3,0,4,True,,
S10,419,harness,1.0,white_usv2,USV,15850.0,450.0,2,1,3,True,,
S10,419,harness,1.0,white_usv5,USV,14950.0,0.0,1,1,4,True,,
S10,419,harness,1.0,white_usv6,USV,12700.0,0.0,1,0,2,False,8299,unknown
S10,419,harness,1.0,white_usv8,USV,15800.0,175.0,3,1,3,True,,
S10,419,harness,1.0,white_usv9,USV,15550.0,275.0,2,1,2,True,,
S10,419,harness,1.0,white_usv1,USV,14750.0,1100.0,1,1,2,True,,
S10,419,harness,1.0,white_usv3,USV,14700.0,0.0,1,2,2,True,,
S10,419,harness,1.0,white_usv10,USV,15575.0,1100.0,1,3,3,True,,
S10,419,harness,1.0,white_uav4,UAV,40075.0,22175.0,0,0,0,True,,
S10,419,harness,1.0,white_uav10,UAV,39525.0,24950.0,0,0,0,True,,
S10,419,harness,1.0,white_uav2,UAV,36175.0,12000.0,0,0,0,True,,
S10,419,harness,1.0,white_uav8,UAV,34850.0,12400.0,0,0,0,True,,
S10,419,harness,1.0,white_uav3,UAV,36825.0,5150.0,0,0,0,True,,
S10,419,harness,1.0,white_uav9,UAV,31850.0,5325.0,0,0,0,True,,
S10,419,harness,1.0,white_uav7,UAV,33950.0,5700.0,0,0,0,True,,
S10,419,harness,1.0,white_uav6,UAV,28675.0,3550.0,0,0,0,True,,
S10,419,harness,1.0,white_uav1,UAV,34400.0,5950.0,0,0,0,True,,
S10,419,harness,1.0,white_uav5,UAV,34300.0,6975.0,0,0,0,True,,
S10,420,harness,1.0,white_usv5,USV,12500.0,1300.0,4,0,3,True,,
S10,420,harness,1.0,white_usv6,USV,12825.0,250.0,3,0,3,True,,
S10,420,harness,1.0,white_usv8,USV,12775.0,350.0,3,0,3,True,,
S10,420,harness,1.0,white_usv9,USV,13275.0,425.0,2,1,3,True,,
S10,420,harness,1.0,white_usv4,USV,12800.0,175.0,2,0,3,True,,
S10,420,harness,1.0,white_usv2,USV,13850.0,600.0,2,3,3,True,,
S10,420,harness,1.0,white_usv7,USV,12875.0,0.0,1,3,3,True,,
S10,420,harness,1.0,white_usv10,USV,12525.0,950.0,1,0,2,True,,
S10,420,harness,1.0,white_usv1,USV,14025.0,850.0,0,1,2,True,,
S10,420,harness,1.0,white_usv3,USV,13425.0,0.0,1,1,1,True,,
S10,420,harness,1.0,white_uav6,UAV,18525.0,10575.0,0,0,0,True,,
S10,420,harness,1.0,white_uav2,UAV,17825.0,7025.0,0,0,0,True,,
S10,420,harness,1.0,white_uav8,UAV,17000.0,6175.0,0,0,0,True,,
S10,420,harness,1.0,white_uav7,UAV,16950.0,1025.0,0,0,0,True,,
S10,420,harness,1.0,white_uav1,UAV,17800.0,3575.0,0,0,0,True,,
S10,420,harness,1.0,white_uav9,UAV,17125.0,4300.0,0,0,0,True,,
S10,420,harness,1.0,white_uav4,UAV,13800.0,4225.0,0,0,0,True,,
S10,420,harness,1.0,white_uav10,UAV,18425.0,3925.0,0,0,0,True,,
S10,420,harness,1.0,white_uav3,UAV,17275.0,725.0,0,0,0,True,,
S10,420,harness,1.0,white_uav5,UAV,13475.0,450.0,0,0,0,True,,
S10,421,harness,1.0,white_usv4,USV,15425.0,1450.0,1,0,2,True,,
S10,421,harness,1.0,white_usv7,USV,16550.0,600.0,6,0,3,True,,
S10,421,harness,1.0,white_usv10,USV,14125.0,1600.0,2,0,2,True,,
S10,421,harness,1.0,white_usv2,USV,16475.0,575.0,2,0,2,True,,
S10,421,harness,1.0,white_usv1,USV,14375.0,1025.0,3,1,3,True,,
S10,421,harness,1.0,white_usv5,USV,15950.0,0.0,1,0,2,True,,
S10,421,harness,1.0,white_usv6,USV,16500.0,0.0,1,1,2,True,,
S10,421,harness,1.0,white_usv8,USV,15300.0,0.0,2,1,2,True,,
S10,421,harness,1.0,white_usv9,USV,12950.0,0.0,1,3,3,False,9685,unknown
S10,421,harness,1.0,white_usv3,USV,15075.0,0.0,0,3,3,True,,
S10,421,harness,1.0,white_uav3,UAV,22850.0,10750.0,0,0,0,True,,
S10,421,harness,1.0,white_uav6,UAV,19575.0,8450.0,0,0,0,True,,
S10,421,harness,1.0,white_uav9,UAV,21550.0,10575.0,0,0,0,True,,
S10,421,harness,1.0,white_uav10,UAV,20675.0,6875.0,0,0,0,True,,
S10,421,harness,1.0,white_uav4,UAV,16450.0,3925.0,0,0,0,True,,
S10,421,harness,1.0,white_uav2,UAV,21025.0,8125.0,0,0,0,True,,
S10,421,harness,1.0,white_uav5,UAV,14750.0,500.0,0,0,0,True,,
S10,421,harness,1.0,white_uav8,UAV,20675.0,5525.0,0,0,0,True,,
S10,421,harness,1.0,white_uav7,UAV,20050.0,2275.0,0,0,0,True,,
