scenario,seed,policy,unit,unit_type,explored_area_km2,first_coverage_area_km2,damage_hits,kill_credit,targets_damaged,alive,death_time,death_cause
L10_45,303,harness,white_usv8,USV,12550.0,0.0,1,2,5,False,9283,unknown
L10_45,303,harness,white_usv4,USV,12700.0,0.0,5,6,8,True,,
L10_45,303,harness,white_usv7,USV,13650.0,0.0,3,3,4,True,,
L10_45,303,harness,white_usv10,USV,13850.0,675.0,4,2,4,True,,
L10_45,303,harness,white_usv1,USV,12500.0,675.0,5,4,5,True,,
L10_45,303,harness,white_uav2,UAV,23400.0,7350.0,0,0,0,True,,
L10_45,303,harness,white_uav5,UAV,16025.0,10300.0,0,0,0,True,,
L10_45,303,harness,white_uav8,UAV,24150.0,8625.0,0,0,0,True,,
L10_45,303,harness,white_uav4,UAV,20475.0,3925.0,0,0,0,True,,
L10_45,303,harness,white_uav7,UAV,22800.0,5800.0,0,0,0,True,,
L10_45,303,harness,white_uav1,UAV,25350.0,4725.0,0,0,0,True,,
L10_45,303,harness,white_uav10,UAV,25800.0,8225.0,0,0,0,True,,
L10_45,303,harness,white_uav3,UAV,23375.0,1475.0,0,0,0,True,,
L10_45,303,harness,white_uav6,UAV,16525.0,1150.0,0,0,0,True,,
L10_45,303,harness,white_uav9,UAV,24900.0,4575.0,0,0,0,True,,
L10_45,304,harness,white_usv1,USV,12600.0,1225.0,5,3,4,False,9889,unknown
L10_45,304,harness,white_usv5,USV,12525.0,75.0,10,0,5,False,9173,unknown
L10_45,304,harness,white_usv6,USV,12500.0,75.0,4,0,5,False,10027,unknown
L10_45,304,harness,white_usv4,USV,15125.0,0.0,6,0,6,True,,
L10_45,304,harness,white_usv9,USV,15025.0,400.0,7,1,7,True,,
L10_45,304,harness,white_usv3,USV,14900.0,0.0,3,4,7,True,,
L10_45,304,harness,white_usv7,USV,12875.0,0.0,2,0,3,False,8573,unknown
L10_45,304,harness,white_usv2,USV,14950.0,0.0,2,6,7,True,,
L10_45,304,harness,white_usv8,USV,12600.0,0.0,3,4,4,False,9538,unknown
L10_45,304,harness,white_usv10,USV,15250.0,675.0,4,5,5,True,,
L10_45,304,harness,white_uav9,UAV,28825.0,8800.0,0,0,0,True,,
L10_45,304,harness,white_uav3,UAV,24300.0,11125.0,0,0,0,True,,
L10_45,304,harness,white_uav8,UAV,26925.0,7675.0,0,0,0,True,,
L10_45,304,harness,white_uav1,UAV,29275.0,12175.0,0,0,0,True,,
L10_45,304,harness,white_uav2,UAV,28700.0,4475.0,0,0,0,False,14317,unknown
L10_45,304,harness,white_uav10,UAV,32450.0,12050.0,0,0,0,True,,
L10_45,304,harness,white_uav4,UAV,20825.0,5425.0,0,0,0,True,,
L10_45,304,harness,white_uav6,UAV,20850.0,6575.0,0,0,0,True,,
L10_45,304,harness,white_uav7,UAV,23975.0,1925.0,0,0,0,True,,
L10_45,304,harness,white_uav5,UAV,22225.0,2575.0,0,0,0,True,,
L10_45,305,harness,white_usv5,USV,13275.0,225.0,9,1,6,False,10762,unknown
L10_45,305,harness,white_usv8,USV,14725.0,275.0,4,1,5,True,,
L10_45,305,harness,white_usv4,USV,13725.0,100.0,5,0,8,True,,
L10_45,305,harness,white_usv7,USV,16725.0,0.0,8,2,7,True,,
L10_45,305,harness,white_usv10,USV,12475.0,875.0,3,2,3,False,8561,unknown
L10_45,305,harness,white_usv1,USV,12650.0,950.0,3,1,4,False,8619,unknown
L10_45,305,harness,white_usv3,USV,13575.0,0.0,3,4,8,True,,
L10_45,305,harness,white_usv2,USV,14375.0,0.0,4,4,7,True,,
L10_45,305,harness,white_usv6,USV,14500.0,0.0,2,3,5,True,,
L10_45,305,harness,white_usv9,USV,13650.0,0.0,5,5,5,True,,
L10_45,305,harness,white_uav1,UAV,56300.0,10825.0,0,0,0,True,,
L10_45,305,harness,white_uav4,UAV,55625.0,18725.0,0,0,0,True,,
L10_45,305,harness,white_uav7,UAV,45700.0,13100.0,0,0,0,True,,
L10_45,305,harness,white_uav10,UAV,53000.0,28000.0,0,0,0,True,,
L10_45,305,harness,white_uav3,UAV,45000.0,5050.0,0,0,0,True,,
L10_45,305,harness,white_uav6,UAV,38150.0,8700.0,0,0,0,True,,
L10_45,305,harness,white_uav8,UAV,45625.0,12325.0,0,0,0,True,,
L10_45,305,harness,white_uav5,UAV,47675.0,4075.0,0,0,0,True,,
L10_45,305,harness,white_uav9,UAV,48350.0,14900.0,0,0,0,True,,
L10_45,305,harness,white_uav2,UAV,53375.0,4725.0,0,0,0,True,,
L10_50,301,harness,white_usv7,USV,12875.0,300.0,6,2,7,False,11474,unknown
L10_50,301,harness,white_usv9,USV,12500.0,300.0,4,0,5,False,9406,unknown
L10_50,301,harness,white_usv2,USV,12975.0,500.0,13,1,3,False,9035,unknown
L10_50,301,harness,white_usv3,USV,17375.0,0.0,7,4,10,True,,
L10_50,301,harness,white_usv5,USV,17200.0,0.0,5,1,7,True,,
L10_50,301,harness,white_usv4,USV,12800.0,0.0,3,2,5,False,9916,unknown
L10_50,301,harness,white_usv8,USV,18550.0,0.0,3,4,6,True,,
L10_50,301,harness,white_usv10,USV,12975.0,675.0,5,3,4,False,9689,unknown
L10_50,301,harness,white_usv1,USV,12625.0,675.0,1,1,3,False,8233,unknown
L10_50,301,harness,white_usv6,USV,19400.0,0.0,3,7,8,True,,
L10_50,301,harness,white_uav2,UAV,34950.0,6700.0,0,0,0,True,,
L10_50,301,harness,white_uav8,UAV,29025.0,14100.0,0,0,0,True,,
L10_50,301,harness,white_uav9,UAV,32900.0,8900.0,0,0,0,True,,
L10_50,301,harness,white_uav1,UAV,33375.0,7625.0,0,0,0,True,,
L10_50,301,harness,white_uav4,UAV,29875.0,9100.0,0,0,0,False,16633,unknown
L10_50,301,harness,white_uav3,UAV,34125.0,5500.0,0,0,0,True,,
L10_50,301,harness,white_uav10,UAV,29800.0,12325.0,0,0,0,False,16633,unknown
L10_50,301,harness,white_uav7,UAV,23500.0,5400.0,0,0,0,True,,
L10_50,301,harness,white_uav5,UAV,27150.0,4350.0,0,0,0,True,,
L10_50,301,harness,white_uav6,UAV,26400.0,2325.0,0,0,0,True,,
L10_50,302,harness,white_usv1,USV,12625.0,1225.0,5,0,4,False,9285,unknown
L10_50,302,harness,white_usv4,USV,17675.0,50.0,7,1,8,True,,
L10_50,302,harness,white_usv7,USV,17800.0,200.0,11,1,7,True,,
L10_50,302,harness,white_usv10,USV,17550.0,975.0,5,0,6,True,,
L10_50,302,harness,white_usv3,USV,13275.0,0.0,5,4,7,False,10679,unknown
L10_50,302,harness,white_usv6,USV,17075.0,0.0,5,2,7,True,,
L10_50,302,harness,white_usv9,USV,18075.0,0.0,3,1,6,True,,
L10_50,302,harness,white_usv5,USV,12775.0,0.0,2,4,7,False,10185,unknown
L10_50,302,harness,white_usv2,USV,15300.0,0.0,7,6,6,True,,
L10_50,302,harness,white_usv8,USV,16875.0,0.0,0,6,6,True,,
L10_50,302,harness,white_uav3,UAV,38850.0,11175.0,0,0,0,True,,
L10_50,302,harness,white_uav6,UAV,28225.0,9900.0,0,0,0,True,,
L10_50,302,harness,white_uav9,UAV,27900.0,8700.0,0,0,0,True,,
L10_50,302,harness,white_uav5,UAV,18725.0,4925.0,0,0,0,True,,
L10_50,302,harness,white_uav2,UAV,31000.0,7000.0,0,0,0,True,,
L10_50,302,harness,white_uav1,UAV,32575.0,8025.0,0,0,0,True,,
L10_50,302,harness,white_uav4,UAV,24800.0,4350.0,0,0,0,True,,
L10_50,302,harness,white_uav7,UAV,26525.0,5450.0,0,0,0,True,,
L10_50,302,harness,white_uav8,UAV,25800.0,2675.0,0,0,0,True,,
L10_50,302,harness,white_uav10,UAV,31825.0,6575.0,0,0,0,True,,
L10_50,303,harness,white_usv2,USV,12550.0,575.0,3,1,2,False,8443,unknown
L10_50,303,harness,white_usv5,USV,14150.0,50.0,17,0,10,True,,
L10_50,303,harness,white_usv3,USV,13725.0,0.0,9,0,13,True,,
L10_50,303,harness,white_usv4,USV,13800.0,0.0,7,11,13,True,,
L10_50,303,harness,white_usv6,USV,12550.0,75.0,5,3,4,False,9573,unknown
L10_50,303,harness,white_usv9,USV,15350.0,400.0,4,0,5,True,,
L10_50,303,harness,white_usv10,USV,15675.0,675.0,2,0,5,True,,
L10_50,303,harness,white_usv7,USV,15550.0,0.0,1,1,7,True,,
L10_50,303,harness,white_usv8,USV,15100.0,0.0,0,7,7,True,,
L10_50,303,harness,white_usv1,USV,12550.0,675.0,2,2,3,False,10227,unknown
L10_50,303,harness,white_uav1,UAV,28175.0,7125.0,0,0,0,True,,
L10_50,303,harness,white_uav3,UAV,27075.0,8975.0,0,0,0,True,,
L10_50,303,harness,white_uav8,UAV,26575.0,8050.0,0,0,0,True,,
L10_50,303,harness,white_uav10,UAV,29850.0,8525.0,0,0,0,True,,
L10_50,303,harness,white_uav2,UAV,27175.0,4850.0,0,0,0,True,,
L10_50,303,harness,white_uav4,UAV,24975.0,6250.0,0,0,0,True,,
L10_50,303,harness,white_uav9,UAV,26400.0,5975.0,0,0,0,True,,
L10_50,303,harness,white_uav5,UAV,21275.0,6575.0,0,0,0,False,13927,unknown
L10_50,303,harness,white_uav6,UAV,17525.0,3950.0,0,0,0,True,,
L10_50,303,harness,white_uav7,UAV,28825.0,5100.0,0,0,0,True,,
L10_50,304,harness,white_usv4,USV,18125.0,300.0,15,1,8,True,,
L10_50,304,harness,white_usv7,USV,12600.0,200.0,3,0,2,False,8444,unknown
L10_50,304,harness,white_usv10,USV,13675.0,975.0,7,3,7,True,,
L10_50,304,harness,white_usv9,USV,21375.0,50.0,4,2,9,True,,
L10_50,304,harness,white_usv8,USV,12675.0,0.0,5,3,7,False,10157,unknown
L10_50,304,harness,white_usv6,USV,20875.0,50.0,3,2,8,True,,
L10_50,304,harness,white_usv1,USV,17350.0,975.0,3,3,4,True,,
L10_50,304,harness,white_usv3,USV,12725.0,0.0,2,4,6,False,10784,unknown
L10_50,304,harness,white_usv2,USV,18275.0,0.0,4,3,5,True,,
L10_50,304,harness,white_usv5,USV,12550.0,0.0,2,3,4,False,8796,unknown
L10_50,304,harness,white_uav3,UAV,51425.0,20850.0,0,0,0,True,,
L10_50,304,harness,white_uav6,UAV,43425.0,12225.0,0,0,0,True,,
L10_50,304,harness,white_uav9,UAV,33625.0,8075.0,0,0,0,True,,
L10_50,304,harness,white_uav5,UAV,45675.0,5425.0,0,0,0,True,,
L10_50,304,harness,white_uav8,UAV,32825.0,5125.0,0,0,0,True,,
L10_50,304,harness,white_uav2,UAV,51300.0,7100.0,0,0,0,True,,
L10_50,304,harness,white_uav1,UAV,51500.0,8075.0,0,0,0,True,,
L10_50,304,harness,white_uav4,UAV,53275.0,4825.0,0,0,0,True,,
L10_50,304,harness,white_uav7,UAV,42425.0,6975.0,0,0,0,True,,
L10_50,304,harness,white_uav10,UAV,60000.0,31350.0,0,0,0,True,,
L10_50,305,harness,white_usv3,USV,14400.0,400.0,11,0,7,True,,
L10_50,305,harness,white_usv6,USV,12600.0,100.0,4,0,4,False,9026,unknown
L10_50,305,harness,white_usv9,USV,15775.0,400.0,7,1,6,True,,
L10_50,305,harness,white_usv8,USV,12750.0,0.0,4,3,6,False,9773,unknown
L10_50,305,harness,white_usv10,USV,14000.0,600.0,4,4,6,True,,
L10_50,305,harness,white_usv4,USV,16150.0,0.0,5,4,6,True,,
L10_50,305,harness,white_usv7,USV,12650.0,0.0,4,2,5,False,10816,unknown
L10_50,305,harness,white_usv1,USV,14200.0,875.0,4,4,6,True,,
L10_50,305,harness,white_usv5,USV,12700.0,0.0,2,3,5,False,10816,unknown
L10_50,305,harness,white_usv2,USV,12600.0,0.0,5,4,7,False,11035,unknown
L10_50,305,harness,white_uav1,UAV,45075.0,15800.0,0,0,0,True,,
L10_50,305,harness,white_uav2,UAV,43625.0,11100.0,0,0,0,True,,
L10_50,305,harness,white_uav7,UAV,36225.0,14975.0,0,0,0,True,,
L10_50,305,harness,white_uav6,UAV,39475.0,7875.0,0,0,0,True,,
L10_50,305,harness,white_uav3,UAV,41875.0,6950.0,0,0,0,True,,
L10_50,305,harness,white_uav4,UAV,45700.0,8475.0,0,0,0,True,,
L10_50,305,harness,white_uav10,UAV,53575.0,25425.0,0,0,0,True,,
L10_50,305,harness,white_uav5,UAV,36825.0,4625.0,0,0,0,True,,
L10_50,305,harness,white_uav8,UAV,47125.0,9600.0,0,0,0,True,,
L10_50,305,harness,white_uav9,UAV,41475.0,7225.0,0,0,0,True,,
L10_55,301,harness,white_usv2,USV,12575.0,575.0,12,1,5,False,10555,unknown
L10_55,301,harness,white_usv5,USV,18425.0,50.0,7,0,7,True,,
L10_55,301,harness,white_usv8,USV,21750.0,275.0,9,2,7,True,,
L10_55,301,harness,white_usv1,USV,12550.0,675.0,5,4,5,False,9797,unknown
L10_55,301,harness,white_usv4,USV,12575.0,0.0,4,2,6,False,9581,unknown
L10_55,301,harness,white_usv7,USV,18375.0,0.0,6,3,9,True,,
L10_55,301,harness,white_usv10,USV,12675.0,875.0,4,1,7,False,11214,unknown
L10_55,301,harness,white_usv3,USV,12500.0,0.0,2,4,6,False,9581,unknown
L10_55,301,harness,white_usv6,USV,18675.0,0.0,5,6,7,True,,
L10_55,301,harness,white_usv9,USV,12550.0,0.0,2,5,7,False,11752,unknown
L10_55,301,harness,white_uav1,UAV,41700.0,12650.0,0,0,0,True,,
L10_55,301,harness,white_uav4,UAV,38375.0,10450.0,0,0,0,True,,
L10_55,301,harness,white_uav7,UAV,30725.0,12100.0,0,0,0,True,,
L10_55,301,harness,white_uav10,UAV,46500.0,29875.0,0,0,0,True,,
L10_55,301,harness,white_uav6,UAV,33100.0,5000.0,0,0,0,True,,
L10_55,301,harness,white_uav9,UAV,36900.0,10800.0,0,0,0,True,,
L10_55,301,harness,white_uav3,UAV,36750.0,6600.0,0,0,0,True,,
L10_55,301,harness,white_uav2,UAV,38550.0,5500.0,0,0,0,True,,
L10_55,301,harness,white_uav5,UAV,35350.0,3200.0,0,0,0,True,,
L10_55,301,harness,white_uav8,UAV,34375.0,8925.0,0,0,0,False,20159,unknown
L10_55,302,harness,white_usv2,USV,23825.0,575.0,8,3,8,True,,
L10_55,302,harness,white_usv5,USV,23625.0,50.0,7,1,10,True,,
L10_55,302,harness,white_usv8,USV,24200.0,275.0,13,3,7,True,,
L10_55,302,harness,white_usv1,USV,12975.0,625.0,6,2,7,False,12136,unknown
L10_55,302,harness,white_usv4,USV,12900.0,0.0,4,3,6,False,10097,unknown
L10_55,302,harness,white_usv7,USV,12725.0,0.0,4,2,5,False,9232,unknown
L10_55,302,harness,white_usv10,USV,18850.0,875.0,6,3,6,True,,
L10_55,302,harness,white_usv3,USV,14725.0,0.0,3,3,7,False,12756,unknown
L10_55,302,harness,white_usv6,USV,18750.0,0.0,1,5,7,True,,
L10_55,302,harness,white_usv9,USV,12825.0,0.0,2,2,3,False,9347,unknown
L10_55,302,harness,white_uav1,UAV,48125.0,10200.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav4,UAV,47850.0,10200.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav7,UAV,37875.0,14125.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav10,UAV,61300.0,36275.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav3,UAV,51050.0,7100.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav9,UAV,34075.0,6575.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav2,UAV,49625.0,6775.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav5,UAV,43275.0,5875.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav8,UAV,35750.0,5750.0,0,0,0,False,25045,unknown
L10_55,302,harness,white_uav6,UAV,39775.0,2850.0,0,0,0,False,25045,unknown
L10_55,303,harness,white_usv8,USV,12550.0,400.0,10,0,5,False,8991,unknown
L10_55,303,harness,white_usv3,USV,12500.0,300.0,8,0,10,False,10756,unknown
L10_55,303,harness,white_usv1,USV,12650.0,850.0,7,1,8,False,10756,unknown
L10_55,303,harness,white_usv2,USV,15625.0,0.0,10,5,13,True,,
L10_55,303,harness,white_usv9,USV,12525.0,200.0,3,0,4,False,8837,unknown
L10_55,303,harness,white_usv10,USV,17400.0,675.0,8,7,7,True,,
L10_55,303,harness,white_usv5,USV,12475.0,0.0,6,1,4,False,9504,unknown
L10_55,303,harness,white_usv4,USV,12575.0,0.0,3,2,7,False,10547,unknown
L10_55,303,harness,white_usv6,USV,12675.0,0.0,0,7,8,False,10756,unknown
L10_55,303,harness,white_usv7,USV,12500.0,0.0,1,5,6,False,9607,unknown
L10_55,303,harness,white_uav3,UAV,27150.0,13750.0,0,0,0,True,,
L10_55,303,harness,white_uav4,UAV,22325.0,7400.0,0,0,0,True,,
L10_55,303,harness,white_uav1,UAV,24725.0,7175.0,0,0,0,True,,
L10_55,303,harness,white_uav7,UAV,25825.0,12850.0,0,0,0,True,,
L10_55,303,harness,white_uav10,UAV,26375.0,8400.0,0,0,0,True,,
L10_55,303,harness,white_uav8,UAV,26150.0,4600.0,0,0,0,True,,
L10_55,303,harness,white_uav5,UAV,21500.0,4625.0,0,0,0,True,,
L10_55,303,harness,white_uav2,UAV,25600.0,5625.0,0,0,0,True,,
L10_55,303,harness,white_uav6,UAV,20350.0,1925.0,0,0,0,True,,
L10_55,303,harness,white_uav9,UAV,25450.0,3625.0,0,0,0,True,,
L10_55,304,harness,white_usv5,USV,16600.0,225.0,16,0,7,True,,
L10_55,304,harness,white_usv8,USV,12850.0,275.0,9,3,7,False,10639,unknown
L10_55,304,harness,white_usv1,USV,12700.0,1025.0,0,0,4,False,8588,unknown
L10_55,304,harness,white_usv2,USV,12625.0,0.0,4,1,6,False,10513,unknown
L10_55,304,harness,white_usv4,USV,16400.0,0.0,5,3,8,True,,
L10_55,304,harness,white_usv7,USV,16500.0,0.0,5,3,7,True,,
L10_55,304,harness,white_usv10,USV,12575.0,875.0,3,3,5,False,8920,unknown
L10_55,304,harness,white_usv3,USV,12625.0,0.0,4,5,7,False,10744,unknown
L10_55,304,harness,white_usv6,USV,12575.0,0.0,3,5,5,False,9698,unknown
L10_55,304,harness,white_usv9,USV,12625.0,0.0,7,5,6,False,11467,unknown
L10_55,304,harness,white_uav1,UAV,34675.0,11150.0,0,0,0,True,,
L10_55,304,harness,white_uav4,UAV,31850.0,11550.0,0,0,0,False,15531,unknown
L10_55,304,harness,white_uav7,UAV,24625.0,10350.0,0,0,0,True,,
L10_55,304,harness,white_uav10,UAV,30225.0,10775.0,0,0,0,True,,
L10_55,304,harness,white_uav6,UAV,22175.0,5775.0,0,0,0,False,15531,unknown
L10_55,304,harness,white_uav9,UAV,29050.0,8150.0,0,0,0,True,,
L10_55,304,harness,white_uav3,UAV,31100.0,4850.0,0,0,0,True,,
L10_55,304,harness,white_uav2,UAV,32075.0,3725.0,0,0,0,True,,
L10_55,304,harness,white_uav5,UAV,24550.0,2775.0,0,0,0,True,,
L10_55,304,harness,white_uav8,UAV,32325.0,7800.0,0,0,0,True,,
L10_55,305,harness,white_usv9,USV,12675.0,575.0,5,2,4,False,9236,unknown
L10_55,305,harness,white_usv2,USV,12525.0,525.0,14,1,4,False,9169,unknown
L10_55,305,harness,white_usv7,USV,15725.0,0.0,7,3,7,True,,
L10_55,305,harness,white_usv10,USV,14250.0,675.0,7,4,6,True,,
L10_55,305,harness,white_usv8,USV,12525.0,0.0,6,4,7,False,10487,unknown
L10_55,305,harness,white_usv1,USV,15650.0,650.0,4,2,7,True,,
L10_55,305,harness,white_usv4,USV,14825.0,0.0,3,2,7,True,,
L10_55,305,harness,white_usv6,USV,12525.0,0.0,3,1,5,False,9169,unknown
L10_55,305,harness,white_usv5,USV,15950.0,0.0,5,6,7,True,,
L10_55,305,harness,white_usv3,USV,12550.0,0.0,2,3,7,False,10282,unknown
L10_55,305,harness,white_uav10,UAV,35175.0,8325.0,0,0,0,True,,
L10_55,305,harness,white_uav3,UAV,33225.0,11350.0,0,0,0,True,,
L10_55,305,harness,white_uav8,UAV,27925.0,9750.0,0,0,0,True,,
L10_55,305,harness,white_uav1,UAV,32750.0,10575.0,0,0,0,True,,
L10_55,305,harness,white_uav5,UAV,25150.0,10675.0,0,0,0,True,,
L10_55,305,harness,white_uav4,UAV,27300.0,5875.0,0,0,0,True,,
L10_55,305,harness,white_uav6,UAV,25200.0,5150.0,0,0,0,True,,
L10_55,305,harness,white_uav2,UAV,29500.0,3800.0,0,0,0,True,,
L10_55,305,harness,white_uav7,UAV,29600.0,5250.0,0,0,0,True,,
L10_55,305,harness,white_uav9,UAV,30350.0,5125.0,0,0,0,True,,
L10_60,301,harness,white_usv8,USV,12550.0,400.0,6,1,5,False,9348,unknown
L10_60,301,harness,white_usv1,USV,12825.0,1125.0,3,1,4,False,8651,unknown
L10_60,301,harness,white_usv5,USV,12475.0,0.0,16,0,7,False,10153,unknown
L10_60,301,harness,white_usv4,USV,12825.0,0.0,7,6,8,False,11735,unknown
L10_60,301,harness,white_usv7,USV,12475.0,0.0,4,2,4,False,9539,unknown
L10_60,301,harness,white_usv10,USV,12625.0,875.0,6,0,10,False,11614,unknown
L10_60,301,harness,white_usv9,USV,12600.0,0.0,5,2,9,False,11614,unknown
L10_60,301,harness,white_usv3,USV,17625.0,75.0,10,8,11,True,,
L10_60,301,harness,white_usv2,USV,12475.0,0.0,0,1,3,False,8462,unknown
L10_60,301,harness,white_usv6,USV,19375.0,0.0,3,9,9,True,,
L10_60,301,harness,white_uav1,UAV,33925.0,7150.0,0,0,0,True,,
L10_60,301,harness,white_uav4,UAV,29700.0,10450.0,0,0,0,True,,
L10_60,301,harness,white_uav7,UAV,23650.0,9425.0,0,0,0,True,,
L10_60,301,harness,white_uav9,UAV,27875.0,8100.0,0,0,0,True,,
L10_60,301,harness,white_uav10,UAV,28175.0,8550.0,0,0,0,True,,
L10_60,301,harness,white_uav6,UAV,23975.0,5100.0,0,0,0,True,,
L10_60,301,harness,white_uav3,UAV,33350.0,6325.0,0,0,0,True,,
L10_60,301,harness,white_uav2,UAV,34250.0,4675.0,0,0,0,True,,
L10_60,301,harness,white_uav5,UAV,26275.0,2875.0,0,0,0,True,,
L10_60,301,harness,white_uav8,UAV,31975.0,10775.0,0,0,0,True,,
S10,401,harness,1.0,white_usv3,USV,14500.0,1950.0,4,1,3,True,,
S10,401,harness,1.0,white_usv10,USV,12850.0,2000.0,4,1,3,False,8674,unknown
S10,401,harness,1.0,white_usv1,USV,14850.0,925.0,4,0,3,True,,
S10,401,harness,1.0,white_usv2,USV,15075.0,0.0,4,0,4,True,,
S10,401,harness,1.0,white_usv4,USV,14875.0,75.0,2,2,4,True,,
S10,401,harness,1.0,white_usv5,USV,16025.0,25.0,0,0,1,True,,
S10,401,harness,1.0,white_usv6,USV,15775.0,25.0,0,0,1,True,,
S10,401,harness,1.0,white_usv8,USV,13500.0,0.0,2,3,4,True,,
S10,401,harness,1.0,white_usv9,USV,14525.0,0.0,0,2,3,True,,
S10,401,harness,1.0,white_usv7,USV,13375.0,0.0,0,1,2,False,8349,unknown
S10,401,harness,1.0,white_uav3,UAV,26700.0,11450.0,0,0,0,True,,
S10,401,harness,1.0,white_uav6,UAV,24275.0,10175.0,0,0,0,True,,
S10,401,harness,1.0,white_uav10,UAV,29575.0,8650.0,0,0,0,True,,
S10,401,harness,1.0,white_uav2,UAV,28225.0,4300.0,0,0,0,True,,
S10,401,harness,1.0,white_uav5,UAV,21875.0,4250.0,0,0,0,True,,
S10,401,harness,1.0,white_uav8,UAV,28550.0,6075.0,0,0,0,True,,
S10,401,harness,1.0,white_uav4,UAV,23425.0,2275.0,0,0,0,True,,
S10,401,harness,1.0,white_uav1,UAV,30300.0,4500.0,0,0,0,True,,
S10,401,harness,1.0,white_uav7,UAV,25275.0,5625.0,0,0,0,True,,
S10,401,harness,1.0,white_uav9,UAV,28625.0,9800.0,0,0,0,True,,
S10,401,harness,1.0,white_usv1,USV,14225.0,2000.0,2,0,2,True,,
S10,401,harness,1.0,white_usv5,USV,14850.0,125.0,2,0,1,True,,
S10,401,harness,1.0,white_usv2,USV,15125.0,0.0,2,0,3,True,,
S10,401,harness,1.0,white_usv8,USV,13325.0,575.0,4,0,3,True,,
S10,401,harness,1.0,white_usv9,USV,13375.0,275.0,4,0,4,True,,
S10,401,harness,1.0,white_usv3,USV,14800.0,0.0,1,0,2,True,,
S10,401,harness,1.0,white_usv6,USV,13850.0,0.0,1,0,4,True,,
S10,401,harness,1.0,white_usv7,USV,13650.0,0.0,1,4,4,True,,
S10,401,harness,1.0,white_usv4,USV,13825.0,0.0,2,4,4,True,,
S10,401,harness,1.0,white_usv10,USV,15200.0,900.0,1,2,2,True,,
S10,401,harness,1.0,white_uav1,UAV,27275.0,7025.0,0,0,0,True,,
S10,401,harness,1.0,white_uav4,UAV,21475.0,10550.0,0,0,0,True,,
S10,401,harness,1.0,white_uav7,UAV,17475.0,7450.0,0,0,0,True,,
S10,401,harness,1.0,white_uav10,UAV,27850.0,13825.0,0,0,0,True,,
S10,401,harness,1.0,white_uav3,UAV,25325.0,6825.0,0,0,0,True,,
S10,401,harness,1.0,white_uav5,UAV,21775.0,4075.0,0,0,0,True,,
S10,401,harness,1.0,white_uav6,UAV,21900.0,2150.0,0,0,0,True,,
S10,401,harness,1.0,white_uav9,UAV,28075.0,8600.0,0,0,0,True,,
S10,401,harness,1.0,white_uav2,UAV,26225.0,8700.0,0,0,0,True,,
S10,401,harness,1.0,white_uav8,UAV,25275.0,1925.0,0,0,0,True,,
S10,401,harness,1.0,white_usv1,USV,15825.0,2050.0,4,0,3,True,,
S10,401,harness,1.0,white_usv5,USV,15250.0,275.0,3,0,2,True,,
S10,401,harness,1.0,white_usv7,USV,14825.0,375.0,3,0,3,True,,
S10,401,harness,1.0,white_usv8,USV,13650.0,200.0,4,0,4,True,,
S10,401,harness,1.0,white_usv3,USV,15275.0,0.0,2,0,2,True,,
S10,401,harness,1.0,white_usv2,USV,15300.0,0.0,2,0,3,True,,
S10,401,harness,1.0,white_usv6,USV,15700.0,0.0,1,3,3,True,,
S10,401,harness,1.0,white_usv9,USV,13500.0,225.0,0,4,4,True,,
S10,401,harness,1.0,white_usv10,USV,13925.0,875.0,0,0,1,False,8932,unknown
S10,401,harness,1.0,white_usv4,USV,15625.0,0.0,1,3,4,True,,
S10,401,harness,1.0,white_uav8,UAV,28050.0,12125.0,0,0,0,True,,
S10,401,harness,1.0,white_uav2,UAV,26225.0,9725.0,0,0,0,True,,
S10,401,harness,1.0,white_uav5,UAV,20375.0,8625.0,0,0,0,True,,
S10,401,harness,1.0,white_uav9,UAV,24650.0,8500.0,0,0,0,True,,
S10,401,harness,1.0,white_uav1,UAV,26425.0,3975.0,0,0,0,True,,
S10,401,harness,1.0,white_uav4,UAV,21675.0,2500.0,0,0,0,True,,
S10,401,harness,1.0,white_uav6,UAV,21525.0,2825.0,0,0,0,True,,
S10,401,harness,1.0,white_uav3,UAV,23275.0,1850.0,0,0,0,True,,
S10,401,harness,1.0,white_uav7,UAV,17775.0,2900.0,0,0,0,True,,
S10,401,harness,1.0,white_uav10,UAV,25700.0,7275.0,0,0,0,True,,
S10,401,harness,1.0,white_usv1,USV,13850.0,2650.0,1,1,3,True,,
S10,401,harness,1.0,white_usv6,USV,13200.0,800.0,5,0,2,True,,
S10,401,harness,1.0,white_usv7,USV,13675.0,175.0,3,1,3,True,,
S10,401,harness,1.0,white_usv3,USV,14000.0,0.0,1,2,3,True,,
S10,401,harness,1.0,white_usv5,USV,13500.0,0.0,2,1,2,True,,
S10,401,harness,1.0,white_usv4,USV,14150.0,0.0,3,0,3,True,,
S10,401,harness,1.0,white_usv2,USV,13900.0,0.0,2,1,3,True,,
