scenario,seed,white_usv,white_uav,black_usv,black_uav,policy,engine_result,clean_result,friendly_usv_dead,friendly_uav_dead,friendly_total_dead,enemy_combat_killed,enemy_out_of_bounds,enemy_breakthrough,enemy_survived,enemy_unknown,enemy_total,explored_area_km2,exploration_ratio,sum_unit_explored_km2,sum_damage_hits,sum_kill_credit,black_hit_reward,agent_kill_count,commander_source,commander_calls,sim_time,wall_time,notes
A,301,5,5,8,7,harness,Result.Victory,clean_victory,2,0,2,8,0,0,0,0,8,117650.0,0.6086,396700.0,16,8,16,7,default_intent,0.0,19032.0,192.0,
