experiment_id,category,scenario,white_policy,black_policy,seed_start,seed_end,valid_n,status,clean_rate,breakthrough_rate,defeat_rate,loss_mean,resolution_mean,result_file,source
w7_performance_push,secondary,S1/S2/S3,W5-variants,B3?,NOT_FOUND,NOT_FOUND,31,HISTORICAL,0.645,0.355,0.097,3.42,25537.0,w7_performance_push/W7_DEV_RESULTS.csv,w7_performance_push/W7_DEV_RESULTS.csv
coevolution_final,secondary,S1/S2/S3,W5/W6,B0/B3,NOT_FOUND,NOT_FOUND,90,HISTORICAL,0.633,0.211,0.289,5.33,20667.0,coevolution_final/final_episode_results.csv,coevolution_final/final_episode_results.csv
bt_regression_eval,secondary,S1/S2/S3,W5/BT,?,NOT_FOUND,NOT_FOUND,0,HISTORICAL,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,bt_regression_eval/integrated_results.csv,bt_regression_eval/integrated_results.csv
