scenario,stage,white_version,black_version,seed,friendly_usv_initial,friendly_uav_initial,enemy_combat_usv_initial,result,clean_win,enemy_combat_kills,friendly_usv_dead,breakthrough,explored_area_km2,resolution_time_s,engine_error,api_error,invalid_action,fair_play_violation,rerun_reason,wall_time_s,log_path,prediction_count,intercept_count,handoff_count,successful_handoff_count,handoff_evaluations,track_maintenance_assignments,screen_assignments,screen_evaluations,unique_screen_reconfigurations,unique_intercept_plan_changes,unique_high_risk_transitions,critical_risk_entries,breakthrough_risk_alerts,late_intercept_events,unsafe_close_entries,unsafe_close_duration_steps,reposition_outward_count,min_target_distance_during_pursuit,risk_evaluations,b3_replan_count,b3_lane_shift_count,b3_dispersion_event_count,b3_detected_white_event_count,b3_calls
S3,Stage1,W5,B3_ADAPTIVE,4008,15,15,30,Result.Victory,1,30.0,10.0,0,99500.0,18266.0,0,0,0,0,,322.9,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4008_W5.log,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,248,219,948,1252
S3,Stage1,W5,B3_ADAPTIVE,4009,15,15,30,Result.Victory,1,30.0,5.0,0,83100.0,15259.0,0,0,0,0,,299.5,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4009_W5.log,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,314,283,776,1039
S3,Stage1,W5,B3_ADAPTIVE,4010,15,15,30,Result.Victory,1,30.0,4.0,0,106825.0,18259.0,0,0,0,0,,328.8,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4010_W5.log,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,308,241,931,1241
S3,Stage2,W6,B3_ADAPTIVE,4001,15,15,30,Result.Defeat,0,29.0,15.0,0,95050.0,33557.0,0,0,0,0,,376.4,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4001_W6.log,7684,7684,13,0,48,80,0,630,1,7157,75,38,6808,0,1,1,2,31697.586746062712,15368,834,309,212,1231,2508
S3,Stage2,W6,B3_ADAPTIVE,4002,15,15,30,Result.Defeat,0,29.0,11.0,1,90250.0,24274.0,0,0,0,0,,366.7,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4002_W6.log,7966,7966,16,0,55,99,48,582,7,7245,114,51,8566,96,2,2,7,32653.839568782125,15932,1595,366,335,1488,1708
S3,Stage2,W6,B3_ADAPTIVE,4003,15,15,30,Result.Defeat,0,29.0,15.0,0,98925.0,32994.0,0,0,0,0,,387.6,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4003_W6.log,7112,7112,11,0,60,109,27,608,13,6620,113,47,7910,56,0,0,1,39083.33362148276,14224,1335,300,265,1464,2583
S3,Stage2,W6,B3_ADAPTIVE,4004,15,15,30,Result.Defeat,0,29.0,15.0,0,102850.0,35076.0,0,0,0,0,,548.9,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4004_W6.log,7442,7442,20,0,75,93,22,671,13,6860,87,32,7562,50,0,0,1,36713.995700833446,14884,848,195,172,1102,2881
S3,Stage2,W6,B3_ADAPTIVE,4005,15,15,30,Result.Victory,1,30.0,11.0,0,104725.0,23515.0,0,0,0,0,,585.3,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4005_W6.log,8930,8930,13,0,57,46,12,619,5,8453,105,52,8816,24,1,1,2,32041.35380705912,17860,611,199,168,1373,1602
S3,Stage2,W6,B3_ADAPTIVE,4006,15,15,30,Result.Defeat,0,29.0,11.0,1,89875.0,25746.0,0,0,0,0,,620.4,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4006_W6.log,8076,8076,11,0,53,69,40,648,11,7610,80,38,7282,80,0,0,0,40946.96559395263,16152,750,220,158,1253,1828
S3,Stage2,W6,B3_ADAPTIVE,4007,15,15,30,Result.Victory,1,30.0,9.0,0,68250.0,17482.0,0,0,0,0,,531.7,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4007_W6.log,8666,8666,16,0,45,108,0,527,1,7914,105,56,9964,0,2,2,3,32260.25526261607,17332,1529,346,326,1035,1219
S3,Stage2,W6,B3_ADAPTIVE,4008,15,15,30,Result.Victory,1,30.0,5.0,0,79725.0,20778.0,0,0,0,0,,537.7,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4008_W6.log,8125,8125,20,0,63,51,1,560,3,7508,80,38,7536,2,0,0,1,35089.51569058686,16250,743,197,138,925,1412
S3,Stage2,W6,B3_ADAPTIVE,4009,15,15,30,Result.Defeat,0,29.0,12.0,1,106875.0,26848.0,0,0,0,0,,553.4,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4009_W6.log,8478,8478,9,0,60,61,21,644,13,7933,82,36,7518,42,0,0,0,41213.864496580376,16956,471,114,101,509,1907
S3,Stage2,W6,B3_ADAPTIVE,4010,15,15,30,Result.Victory,1,30.0,6.0,0,102425.0,17392.0,0,0,0,0,,417.8,/root/autodl-tmp/hsystem/logs_coevo/S3_B3ADAPTIVE_s4010_W6.log,8425,8425,18,0,61,21,0,498,1,7932,82,36,7568,0,0,0,0,36496.5970052942,16850,349,93,66,482,1184
