cluster_id,primary,count,fraction,high_conf,mean_loss,seeds
F3_LOST_TRACK,F3_LOST_TRACK,35,1.0,17,4.4,6001 6005 6006 6010 6011 6014 6015 6017 6022 6028 6029 6030
